PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.4824765398879979,-1.7805589153824182,-1.0294137485895163,0.3862439380132893,-0.18172000642591396,-0.38852639548812246,0.1520424187847841,0.10877804427291152,0.18320585313731,0.30527308347725074
-0.8317000490629342,-1.2981362092704742,-1.0492966395008583,-0.4624490840775096,-0.028099458069938,0.13177151836609896,0.5302509523457476,0.017149298876533905,0.09904895479268415,0.655955526357329
-1.9099458015823918,-1.1006986956655924,0.7880837300881482,0.03148794381573627,0.06232221006339124,1.2691705165288982,0.08239852445934223,-0.243391245089297,-0.18503968504011112,0.24369233041580077
-0.5920778796176756,-2.009947191024527,0.24400484636053443,1.7251689014711278,0.5153990269091827,0.4098125628517043,-0.7147644445970402,0.9336148127810885,1.0457290924776097,0.007607688774013541
-1.6916903241321062,-1.062618526945915,1.4583649715775506,-0.6223861267882604,0.5525692795649984,0.3018493272276273,0.7418124184089666,0.007814984949369993,-0.8282207920696592,0.064691899892439
4.715005770570256,-0.6893618956833318,2.147033576632806,-0.006961906796657696,-0.2638546380730547,-0.3307575664524294,0.24377285473485,0.446734893014883,1.2960115924947837,0.0024659608682680635
1.780934426909054,4.485767380045527,-1.116292887756296,-1.349143576527088,-0.2587134805309826,-1.0133257195023646,-2.389786017673518,-0.9516346847827278,-0.5689207338536242,-0.8521105641484692
-1.5853456820613316,-1.1917333279417999,2.531845420343022,1.4445660943237109,1.8513762651372796,-0.8110404538281745,-1.3301359241841377,0.7640598942263508,0.3323224481271849,-1.1062627509016258
-1.4812699785973105,1.897384419189982,-0.04413141839705864,-0.7964139770806128,0.0025630533194359287,-0.4848989889733844,-0.06019204512735532,-0.4847335197306723,0.6464037241013724,-0.6280059874051428
-0.27148462821182556,-0.11888522118637473,-1.4081595499579025,1.6190288794742327,-0.8674926978538161,1.1619772571388152,0.42513495182816474,-0.3317110387240809,-0.6373392301263883,-0.11099375319841481
-1.16486686471546,0.6400778877174188,-0.2696767533939275,-1.9058732812608876,0.289261562784996,0.37739890700739837,-0.3131393583608788,0.8417952063376924,0.35252547980404425,-0.019896088262486396
0.23004373570556463,-0.269613551069893,0.491113356364361,-0.7668980870288662,-1.8268323043206516,-0.41220247298014817,0.17228261521575355,0.3141944541530683,-0.5211353563005889,0.05017084080583521
-1.2843741907935757,-0.9796776410175075,1.6424791317352185,0.22318210746265496,0.5775671225125053,-0.12469706097937763,0.4027836921040623,0.5460808428048478,-1.2110762207362296,-0.1831509904682525
0.20433331063072094,-2.2114690249526094,-1.097715018044211,1.3363717115293623,0.5032324471739638,-0.97410011485182,-0.3712522668168988,0.8849418390379367,1.0906577685294083,0.40473062995743936
-1.3955558866785598,0.26833650970803835,-0.41026498924394605,-0.5444469527363076,-0.18576699774315106,-0.07233078063661147,0.5836984103890813,-0.045382263818071734,0.3684490768060986,0.08201265751608551
1.7076689877204954,-0.6428382019862326,0.051955326469824224,-1.1493528717007486,-1.5988492566606294,-0.22346653858007956,-0.30497896479781283,0.030729150788145525,-0.8836949497871246,0.06558369285017732
1.1299361516442668,-0.799708374507951,-2.2408681640792425,-0.5751850851884727,0.9263535615328541,0.7672171489367832,0.08190948922061968,0.10730100261975864,-0.20921455939875866,0.5584907203802286
-0.027419115502099266,3.1294337274159956,0.8099146361085977,2.94465140559812,0.139905262190923,-0.9333350213976448,1.740154939979622,1.6878578639846697,0.3631167455169036,0.6252358449286382
-1.4716950676127174,0.045492029461449854,0.0979604564631602,-1.1825166397211913,-0.24900946150699968,-0.07052066367704453,0.32842343474833324,0.008757507243306033,0.5310354172945686,-0.020760670349436777
-1.4532775989376983,-0.556864792689304,0.2769924263881522,-1.0560381895393145,0.056275825152509625,-0.3773249054130637,0.24273583556964418,-0.48006463580237607,0.7434964758203287,-0.033214740014043204
0.4184363646027407,-2.2548000372226045,-1.244743302447934,1.4221285613374526,0.5714123743697616,-1.0062635352563614,-0.44154569516024417,0.7700847008701144,1.0516261762691739,0.43841931092111786
-1.8259570253102617,-0.3848272125239604,0.22455439599309426,-0.9009996486109677,-0.2509299774275747,0.08505955369068019,0.944239190470667,0.19197198006030594,0.659388631797195,0.11281468149818327
0.554388352226572,-0.14020035042001106,-1.988676808350037,-0.7611303733651491,0.33833798921897745,-0.024261590274658934,-0.7027584373321841,-0.47195391228711236,-0.23010489254516778,0.6997705187994707
-0.4714790458726254,-2.23761572172712,0.4601327016423631,1.563181783880484,1.3839391948330222,-0.8636204469252133,-0.42119805739600624,1.278858608823367,0.5002769121309115,-0.16367173819547365
1.4563801067340463,-0.802440583049871,0.41878968221501667,-0.8382665315420761,-0.9081889836262802,0.03492893066459782,0.5130392870989259,-0.20405016770427395,-0.09070872737708142,0.409236918794673
