PC1,PC2
0.4824746896770329,-1.7805516014366798
-0.8317002729414984,-1.2981360067708216
-1.9099449018036054,-1.1007033752724913
-0.5920737324686506,-2.0099649100482107
-1.69168938663893,-1.0626229041120967
4.715000314775596,-0.6893405744096872
1.7809387660453704,4.4857534818467615
-1.5853416183934737,-1.1917499404202403
-1.4812681802532524,1.897378953631872
-0.2714854602153171,-0.11887784053226295
-1.164865702003662,0.6400730596357666
0.2300395857141331,-0.26959580221840657
-1.2843729341596588,-0.9796819674189492
0.20433753225675838,-2.2114866505713233
-1.395553543519309,0.26832627991802305
1.7076726389027708,-0.6428541083997353
1.1299369135906792,-0.7997112626400436
-0.02741824615015675,3.1294339007838654
-1.471692614402806,0.04548140593718741
-1.4532790625780199,-0.5568604033219487
0.418439967229127,-2.2548150456699463
-1.8259556929249554,-0.3848328192091032
0.5543906598932297,-0.14020893784538674
-0.47147310129923214,-2.23764007955576
1.4563800081829632,-0.8024412494708952
-0.17157817996741007,-0.46710570615592195
-1.787742400621452,-1.1108055208859524
1.6499459637843705,-2.1108501037866465
-0.2885641518676664,3.356685850929725
0.19698673303748815,-1.0148063665096403
-1.7523619657080893,0.6162196343580914
-1.9458968229931868,-1.1268586503283848
2.3348179628408174,-1.2569565850696247
11.39267089842185,0.8224936815902671
-1.9160041078199272,-0.42442847404950157
-1.8491504145881126,-0.38155077600534737
-1.745484318687646,-0.9607429629517052
0.768362518453517,-1.0712308080945419
0.8318847248409273,-2.2223325006756895
-0.9621464475243203,-2.0041993238252505
-0.7764624495103698,0.9699754965042948
-1.3235230742651403,0.658813362655467
-0.9124972498985048,-0.42391733327052294
1.228702060784231,-1.5196317101832109
0.15282908255299832,-1.601027984540225
2.560344621135258,-1.3575687836992223
-0.09289889606488702,0.6567676872131001
4.195326116851265,-0.6171088723343492
-0.9088760262480079,-0.9629623429040622
-1.1194001401266356,-0.26065348015915735
-0.9646118052669443,-0.03556658186630045
-0.19757840127055265,-1.6909506800534606
0.13859645402195042,-0.8684332655246014
-1.9629154544756886,-1.1845625629267023
0.7804308019297794,3.424283072229305
-1.612199953959932,0.5258637090195151
-0.14636963030325695,-0.9771301466259605
0.22945204224419138,-1.0360476012137039
0.8300157799025407,-1.0851561442041926
0.11997952162595367,1.3502344021414885
0.21715017755870206,-1.0184273581280783
2.309024283482493,2.7967379626702895
-1.283100263167407,-0.19867655930537853
0.33079303565363277,-1.0483864327894679
-0.17920444652867926,2.852331941678468
-1.9010367196340932,-0.3782919055243344
0.06295709628426896,-1.6793203409344526
-1.4812588177129051,-1.4623191513307008
-1.6201575820163274,-0.7532732836882965
-1.2434533114083053,-1.791412005889988
4.670890417463816,-1.1005089669788344
-2.3626590430566137,3.3401791800528624
3.265346598089108,-1.1622415927583594
-1.4682019593929856,-0.005338210085760737
-2.2822011774448523,1.1929660442493895
-1.715547085298087,-1.455252893288515
0.49710005552492764,-0.01036140851092177
-1.355768886670333,-0.6312618345102841
-0.506865600776283,-1.443903592882884
1.1876901327625202,-1.384775564554795
-0.5659686999067471,0.6709101178021505
0.007294371563583952,-0.6505706728396312
0.9174817914510345,-1.2141931965553636
0.7925474426247865,0.37919430760049466
-0.8749996430013393,-1.5617731528024474
1.1035861220761949,-1.4863765085334166
0.4919010090223332,0.537051414942353
-1.6924396442503389,3.2354592205919577
-1.8385088990987128,0.14008876082002605
6.114609178299452,-1.460549895205221
1.7912043383598464,-1.8089898213662012
0.04412838153901531,2.435176622684549
0.4588421443831621,-0.06995393984493571
-1.0126546765784084,2.605309850951825
-0.5814484629589691,-2.288366684656584
-2.096164546195123,1.7213203109839414
1.1517511482894647,-1.1162898629879625
1.7886579880570077,-1.7433905481922674
7.8276222457360145,1.2496595410633562
-0.17005415381048933,1.0264178848414625
1.6363904145814385,-2.0556000517201793
0.840815958304299,-1.2068594691453167
-0.6507738186246869,-1.4616329642671513
0.6247255197772077,-1.528556909755842
-1.076561043835889,1.7978549620578836
-2.1660469855052447,-1.2965678291842992
-1.6313827690020435,1.392074322371684
-1.1855173910301002,-0.9477801218558715
-1.86938597399516,0.9113503947407064
7.484642069149891,2.3928071728467026
0.36335012800405075,-1.9718125267362918
-1.3492765498833932,-2.0029035939663555
3.230973616929062,-1.1902720439493033
-0.6604775071689334,-0.36793935750512363
-1.4826158043533326,-1.1363454149488084
0.8602981353172113,-1.4858427547497164
1.054610097678337,-0.31643892118446193
-1.7227833372892867,0.024313689574703506
0.44945385087179784,4.243856097505584
1.498142699379709,3.9718721805363275
-1.5220250776908613,-1.7680432539199429
-1.811498965860638,1.9696891716018479
2.464065971777195,-1.1526560593796666
-1.621456157530526,-1.0414264338012966
-1.7375686471136618,-0.15013146966629137
-0.4956464167014881,6.265707653925786
-1.76634187067143,3.028522311377302
-1.197221895871605,0.7611209510153194
-1.8836498256782785,2.4080325868648167
-1.8032577381369308,0.7978975074795419
-1.8462543947448404,-0.20707375365035907
0.10275074620866032,1.6424548269786834
0.43857332166806773,-1.6876998052471102
0.045602180033573754,3.3424546642080166
-1.9233348841431932,0.40148685275262225
-1.1181943412405255,-1.1662214466631549
1.1805890783724353,1.6030902286206108
0.897667571851164,-1.297086996143073
-1.8909124472343934,-0.39936571166341356
-0.22352824166725505,-1.1380984405567731
-1.3539847743603997,0.2829625643010884
-0.7623293619627719,-1.1625815219908646
2.5076115162359347,-1.369470151261566
1.4819911022169072,-2.1747518935595753
-2.0125408883876377,1.8635930970793075
2.0745999311337924,-1.2479192112462125
-0.8510881995093232,1.9391790577257322
-1.0491458678145487,-0.7055540187362763
3.1470861631191913,-0.7652095095609175
-1.7688809648804524,2.547835471556517
6.8697728690147795,-1.3944314311606358
-0.005564230824291141,5.688030313137192
-0.8115235196338021,-1.2455924775580935
-1.797860226315119,0.7225507314902376
-1.375201743937605,0.3162466538417062
-1.6847850966646245,1.0825902400521394
5.215096933060229,0.05896294081346258
-1.8294747075119562,2.9080119611626456
-1.4863384823770829,2.156129404152025
-1.984966387922822,-0.09496627915716747
-1.2279637401791328,2.58587688553669
0.8109013752160762,-0.9531269497848566
0.04474732213500357,-1.9465990184217727
0.5359915272274299,-0.3243272966800174
-2.302726003327468,0.6405140331655682
-1.875525556031108,3.4720014449909375
-0.8316920767964843,-1.1108684791886483
-0.8016898859693447,0.242546433777339
-1.6975911958417316,0.4668705444186949
3.8499483211632963,3.0238669852521283
-0.7322741915599843,-1.71971314627539
-0.897113742461427,3.319044314203832
1.0527994219915842,-1.1729558958828794
0.5413314707013989,-2.233302162500934
0.7910384819367728,-1.7544424643149206
-2.259967745119358,0.692679003858816
1.0483772887072982,1.8825628889179125
-1.981958930159718,-0.49459492537494165
-1.4903465839807335,0.761469722773888
-0.5850093100689431,0.1110799071193417
-0.7459684698668028,-1.5247561186724228
-1.8735408689504243,3.68097130813489
0.5420034651918733,-0.8263248839637768
-1.1474287356283204,-1.4576194458403522
2.9026156819559916,-1.1926601828057533
-1.8965663883080437,-0.09030056831208164
1.3019305965277728,-0.6652149150622358
-1.7819568235049492,0.6527058438278646
-1.0469732818266215,-0.31736867401347413
-0.8437705992844711,-0.8159238726060584
-0.005674126251507547,-0.8067164651930305
3.649597460559313,1.579386727811141
-0.9596224955382733,-1.388211350265969
1.2425878166683344,-1.594707418871497
-0.5394191859061519,-1.0972431969978187
-2.1952252832702004,-1.3966619309505206
0.31469377851194663,-0.48552282094956495
0.3877309009579544,-2.190706589841523
-1.8110072811272608,1.0027342173699678
-0.8739964009124624,-1.4405621984382038
4.3086401572928406,-1.8820278849665049
0.020335451781362236,-1.9254381429739245
-1.0851075082258959,-2.1482274600678384
0.6161989856239339,0.7518554023877131
0.2325478053340489,-1.2889452173500167
2.7687145063254337,-1.4445003127975407
-0.6678441393833612,-1.9929315501674185
0.007889890255840382,-1.4947616560483732
-1.796158761977015,-0.23829872973486996
-1.7385287595096044,0.45690253891790533
-1.9013125333642413,0.6542796200939469
-2.064891007904351,-1.2483131635042823
-1.7139384958922004,-1.545018236944403
-1.659767168207969,4.050330815531716
-0.20044632423477912,0.17953750663354484
2.3576564581289086,1.1281733314362694
0.8205012191087114,-1.2289170753617595
-1.3478069606320746,-1.3178008173017055
-1.7795773506746873,1.4768002438898802
-0.6254786906574042,-1.9965350356200768
-1.9969196103233142,0.7820125008238354
1.7433372588601082,-0.705240891725343
2.838782924644656,-1.9602565390704534
0.07446260320840668,3.161120672680326
